наименование,URL,цена 
SAMSUNG,https://www.avito.ru/salavat/telefony/samsung_1527926859?slocation=621540,5 000    руб.,//24.img.avito.st/208x156/5457033724.jpg
SAMSUNGGalaxyS7,https://www.avito.ru/voronezh/telefony/samsung_galaxy_s7_1816991666,6 990    руб.,//41.img.avito.st/208x156/6154345841.jpg
SAMSUNG,https://www.avito.ru/cheboksary/telefony/samsung_1555032779,100    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
СамсунгGalaxyA50A30A10S10S10eрассрочка,https://www.avito.ru/kazan/telefony/samsung_galaxy_a50a30a10s10s10e_rassrochka_1779441731,8 990    руб.,//14.img.avito.st/208x156/5736536614.jpg
Самсунг,https://www.avito.ru/mahachkala/telefony/samsung_1807278248?slocation=621540,2 000    руб.,//96.img.avito.st/208x156/6228896296.jpg
SAMSUNGGalaxyS8,https://www.avito.ru/voronezh/telefony/samsung_galaxy_s8_1817135362,16 490    руб.,//25.img.avito.st/208x156/6154365425.jpg
SAMSUNG,https://www.avito.ru/vladikavkaz/telefony/samsung_1791784634?slocation=621540,11 500    руб.,//09.img.avito.st/208x156/6229049109.jpg
SAMSUNGGalaxyS8,https://www.avito.ru/voronezh/telefony/samsung_galaxy_s8_1817188364,17 990    руб.,//53.img.avito.st/208x156/6161669953.jpg
SAMSUNG,https://www.avito.ru/kazan/telefony/samsung_1072326212?slocation=621540,3 200    руб.,//86.img.avito.st/208x156/5301953386.jpg
SAMSUNGGalaxyS9plus,https://www.avito.ru/voronezh/telefony/samsung_galaxy_s9_plus_1817270696,25 990    руб.,//47.img.avito.st/208x156/6161672447.jpg
SAMSUNG,https://www.avito.ru/moskva/telefony/samsung_1804211520?slocation=621540,3 000    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
SAMSUNGGalaxys9,https://www.avito.ru/velikiy_novgorod/telefony/samsung_galaxy_s9_1795076295?slocation=621540,30 000    руб.,//64.img.avito.st/208x156/6222055464.jpg
SAMSUNGGalaxyS8,https://www.avito.ru/lipetsk/telefony/samsung_galaxy_s8_1772340375?slocation=621540,8 990    руб.,//85.img.avito.st/208x156/5830002085.jpg
Самсунг,https://www.avito.ru/kropotkin/telefony/samsung_1793105095?slocation=621540,10 000    руб.,//19.img.avito.st/208x156/6228565119.jpg
Самсунг,https://www.avito.ru/kabardino_balkariya_kamenka/telefony/samsung_1804307291,2 500    руб.,//29.img.avito.st/208x156/6228466429.jpg
SAMSUNGA52017,https://www.avito.ru/kaliningrad/telefony/samsung_a5_2017_1784009638,13 490    руб.,//74.img.avito.st/208x156/5801558774.jpg
SAMSUNG,https://www.avito.ru/krasnodar/telefony/samsung_1805308399,17 990    руб.,//63.img.avito.st/208x156/6071312463.jpg
SAMSUNGGalaxys9,https://www.avito.ru/moskva/telefony/samsung_galaxy_s9_1810011102?slocation=621540,15 499    руб.,//85.img.avito.st/208x156/6204723685.jpg
SAMSUNG,https://www.avito.ru/sankt-peterburg/telefony/samsung_1816902467,5 500    руб.,//22.img.avito.st/208x156/6226894822.jpg
SAMSUNG,https://www.avito.ru/gelendzhik/telefony/samsung_1809938325,13 000    руб.,//23.img.avito.st/208x156/6176912023.jpg
SAMSUNGGalaxyS8,https://www.avito.ru/sankt-peterburg/telefony/samsung_galaxy_s8_1818787288,13 990    руб.,//86.img.avito.st/208x156/6177958986.jpg
Самсунг,https://www.avito.ru/novokuznetsk/telefony/samsung_1810870688,1 000    руб.,//66.img.avito.st/208x156/6227782866.jpg
SAMSUNGj32017,https://www.avito.ru/magnitogorsk/telefony/samsung_j3_2017_1797223533?slocation=621540,5 500    руб.,//85.img.avito.st/208x156/6218284485.jpg
Самсунг,https://www.avito.ru/amurskaya_oblast_blagoveschensk/telefony/samsung_1792204726?slocation=621540,3 000    руб.,//09.img.avito.st/208x156/6231567909.jpg
SAMSUNG,https://www.avito.ru/nizhniy_tagil/telefony/samsung_1796808958,500    руб.,//99.img.avito.st/208x156/6227098199.jpg
SAMSUNGS9,https://www.avito.ru/sankt-peterburg/telefony/samsung_s9_1804218235,27 990    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
SAMSUNG,https://www.avito.ru/astrahan/telefony/samsung_1014305202?slocation=621540,1 250    руб.,//92.img.avito.st/208x156/5298529992.jpg
SAMSUNG,https://www.avito.ru/krasnodar/telefony/samsung_1449658930,9 000    руб.,//68.img.avito.st/208x156/5810707268.jpg
SAMSUNGGalaxyS9S9PlusNoteS8S7edge,https://www.avito.ru/sankt-peterburg/telefony/samsung_galaxy_s9_s9_plus_note_s8_s7_edge_1588890829,9 990    руб.,//31.img.avito.st/208x156/5623181731.jpg
SAMSUNGS6S6edgeS7S7edgeS8S8S9S9,https://www.avito.ru/sankt-peterburg/telefony/samsung_s6s6edges7s7edges8s8s9s9_1779472375,7 500    руб.,//95.img.avito.st/208x156/5927944495.jpg
SAMSUNG,https://www.avito.ru/kanash/telefony/samsung_1785007234,2 000    руб.,//88.img.avito.st/208x156/5945447588.jpg
SAMSUNG,https://www.avito.ru/astrahan/telefony/samsung_1807588863,15 000    руб.,//02.img.avito.st/208x156/6230787902.jpg
SAMSUNG,https://www.avito.ru/cheboksary/telefony/samsung_1706164869?slocation=621540,2 000    руб.,//75.img.avito.st/208x156/4663177775.jpg
SAMSUNG,https://www.avito.ru/cheboksary/telefony/samsung_1180815069?slocation=621540,1 000    руб.,//74.img.avito.st/208x156/4663190674.jpg
SAMSUNGGalaxyS10Чёрныйметаллик,https://www.avito.ru/sankt-peterburg/telefony/samsung_galaxy_s10_chernyy_metallik_1803156527,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
НовыйS10e6128Гбчекгарантиядоставка,https://www.avito.ru/tolyatti/telefony/novyy_s10e_6128gb_chek_garantiya_dostavka_1784486990?slocation=621540,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
ПринтерыСамсунггарантия3месяца,https://www.avito.ru/dagestan_kizlyar/orgtehnika_i_rashodniki/printery_samsung-garantiya_3_mesyatsa_1695925022,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
SAMSUNG,https://www.avito.ru/orenburg/telefony/samsung_1791749398?slocation=621540,1 500    руб.,//51.img.avito.st/208x156/6231645051.jpg
SAMSUNG,https://www.avito.ru/tver/telefony/samsung_1684605510?slocation=621540,9 000    руб.,//29.img.avito.st/208x156/5437697729.jpg
SAMSUNGGalaxyJ3,https://www.avito.ru/voronezh/telefony/samsung_galaxy_j3_1817243807,4 490    руб.,//95.img.avito.st/208x156/6154305195.jpg
SAMSUNG,https://www.avito.ru/mahachkala/telefony/samsung_1562568142,7 000    руб.,//43.img.avito.st/208x156/4784970543.jpg
SAMSUNGGalaxyA8,https://www.avito.ru/lipetsk/telefony/samsung_galaxy_a8_1772648965,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
Стиральнаямашина,https://www.avito.ru/sankt-peterburg/bytovaya_tehnika/stiralnaya_mashina_1809604717,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
SAMSUNGGalaxyS6Edge,https://www.avito.ru/tambov/telefony/samsung_galaxy_s6_edge_1760051702,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
SAMSUNGA7,https://www.avito.ru/voronezh/telefony/samsung_a7_1817893858,5 790    руб.,//45.img.avito.st/208x156/6154245645.jpg
SAMSUNGs9PlusГарантиядо090920,https://www.avito.ru/izhevsk/telefony/samsung_s9_plus._garantiya_do_09.09.20_1794108907,32 990    руб.,//52.img.avito.st/208x156/6159059452.jpg
SAMSUNG,https://www.avito.ru/yoshkar-ola/telefony/samsung_1443509242?slocation=621540,3 500    руб.,//22.img.avito.st/208x156/5389423922.jpg
SAMSUNG,https://www.avito.ru/sankt-peterburg/telefony/samsung_1793079097?slocation=621540,3 500    руб.,//54.img.avito.st/208x156/6230673454.jpg
SAMSUNGGalaxyA8,https://www.avito.ru/tambov/telefony/samsung_galaxy_a8_1760191193?slocation=621540,9 990    руб.,//33.img.avito.st/208x156/5857901433.jpg
SAMSUNG,https://www.avito.ru/nevinnomyssk/telefony/samsung_1223825492?slocation=621540,6 000    руб.,//23.img.avito.st/208x156/4998041823.jpg
SAMSUNGGalaxyA8Plus,https://www.avito.ru/tambov/telefony/samsung_galaxy_a8_plus_1760795699,13 490    руб.,//26.img.avito.st/208x156/5858063226.jpg
SAMSUNGGalaxyA3,https://www.avito.ru/voronezh/telefony/samsung_galaxy_a3_1817585250,4 990    руб.,//99.img.avito.st/208x156/6154192799.jpg
SAMSUNG,https://www.avito.ru/nizhniy_tagil/telefony/samsung_1806079147?slocation=621540,9 500    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
SAMSUNGGalaxyA5,https://www.avito.ru/voronezh/telefony/samsung_galaxy_a5_1817904529,5 990    руб.,//67.img.avito.st/208x156/6154227767.jpg
SAMSUNG,https://www.avito.ru/moskva/telefony/samsung_1817638483?slocation=621540,17 300    руб.,//68.img.avito.st/208x156/6229395468.jpg
SAMSUNGGalaxyA8,https://www.avito.ru/voronezh/telefony/samsung_galaxy_a8_1817570259,10 990    руб.,//22.img.avito.st/208x156/6154270922.jpg
SAMSUNG,https://www.avito.ru/kemerovo/telefony/samsung_1826112638,4 990    руб.,//65.img.avito.st/208x156/6230257265.jpg
SAMSUNG,https://www.avito.ru/kursk/telefony/samsung_1778892206?slocation=621540,3 300    руб.,//73.img.avito.st/208x156/5933986573.jpg
SAMSUNGGalaxyS7edge,https://www.avito.ru/voronezh/telefony/samsung_galaxy_s7_edge_1816999014,7 990    руб.,//50.img.avito.st/208x156/6154355450.jpg
SAMSUNG,https://www.avito.ru/salavat/telefony/samsung_1527926859?slocation=621540,5 000    руб.,//24.img.avito.st/208x156/5457033724.jpg
SAMSUNGGalaxyS7,https://www.avito.ru/voronezh/telefony/samsung_galaxy_s7_1816991666,6 990    руб.,//41.img.avito.st/208x156/6154345841.jpg
SAMSUNG,https://www.avito.ru/cheboksary/telefony/samsung_1555032779,100    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
СамсунгGalaxyA50A30A10S10S10eрассрочка,https://www.avito.ru/kazan/telefony/samsung_galaxy_a50a30a10s10s10e_rassrochka_1779441731,8 990    руб.,//14.img.avito.st/208x156/5736536614.jpg
Самсунг,https://www.avito.ru/mahachkala/telefony/samsung_1807278248?slocation=621540,2 000    руб.,//96.img.avito.st/208x156/6228896296.jpg
SAMSUNGGalaxyS8,https://www.avito.ru/voronezh/telefony/samsung_galaxy_s8_1817135362,16 490    руб.,//25.img.avito.st/208x156/6154365425.jpg
SAMSUNG,https://www.avito.ru/vladikavkaz/telefony/samsung_1791784634?slocation=621540,11 500    руб.,//09.img.avito.st/208x156/6229049109.jpg
SAMSUNGGalaxyS8,https://www.avito.ru/voronezh/telefony/samsung_galaxy_s8_1817188364,17 990    руб.,//53.img.avito.st/208x156/6161669953.jpg
SAMSUNG,https://www.avito.ru/kazan/telefony/samsung_1072326212?slocation=621540,3 200    руб.,//86.img.avito.st/208x156/5301953386.jpg
SAMSUNGGalaxyS9plus,https://www.avito.ru/voronezh/telefony/samsung_galaxy_s9_plus_1817270696,25 990    руб.,//47.img.avito.st/208x156/6161672447.jpg
SAMSUNG,https://www.avito.ru/moskva/telefony/samsung_1804211520?slocation=621540,3 000    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
SAMSUNGGalaxys9,https://www.avito.ru/velikiy_novgorod/telefony/samsung_galaxy_s9_1795076295?slocation=621540,30 000    руб.,//64.img.avito.st/208x156/6222055464.jpg
SAMSUNGGalaxyS8,https://www.avito.ru/lipetsk/telefony/samsung_galaxy_s8_1772340375?slocation=621540,8 990    руб.,//85.img.avito.st/208x156/5830002085.jpg
Самсунг,https://www.avito.ru/kropotkin/telefony/samsung_1793105095?slocation=621540,10 000    руб.,//19.img.avito.st/208x156/6228565119.jpg
Самсунг,https://www.avito.ru/kabardino_balkariya_kamenka/telefony/samsung_1804307291,2 500    руб.,//29.img.avito.st/208x156/6228466429.jpg
SAMSUNGA52017,https://www.avito.ru/kaliningrad/telefony/samsung_a5_2017_1784009638,13 490    руб.,//74.img.avito.st/208x156/5801558774.jpg
SAMSUNG,https://www.avito.ru/krasnodar/telefony/samsung_1805308399,17 990    руб.,//63.img.avito.st/208x156/6071312463.jpg
SAMSUNGGalaxys9,https://www.avito.ru/moskva/telefony/samsung_galaxy_s9_1810011102?slocation=621540,15 499    руб.,//85.img.avito.st/208x156/6204723685.jpg
SAMSUNG,https://www.avito.ru/sankt-peterburg/telefony/samsung_1816902467,5 500    руб.,//22.img.avito.st/208x156/6226894822.jpg
SAMSUNG,https://www.avito.ru/gelendzhik/telefony/samsung_1809938325,13 000    руб.,//23.img.avito.st/208x156/6176912023.jpg
SAMSUNGGalaxyS8,https://www.avito.ru/sankt-peterburg/telefony/samsung_galaxy_s8_1818787288,13 990    руб.,//86.img.avito.st/208x156/6177958986.jpg
Самсунг,https://www.avito.ru/novokuznetsk/telefony/samsung_1810870688,1 000    руб.,//66.img.avito.st/208x156/6227782866.jpg
SAMSUNGj32017,https://www.avito.ru/magnitogorsk/telefony/samsung_j3_2017_1797223533?slocation=621540,5 500    руб.,//85.img.avito.st/208x156/6218284485.jpg
Самсунг,https://www.avito.ru/amurskaya_oblast_blagoveschensk/telefony/samsung_1792204726?slocation=621540,3 000    руб.,//09.img.avito.st/208x156/6231567909.jpg
SAMSUNG,https://www.avito.ru/nizhniy_tagil/telefony/samsung_1796808958,500    руб.,//99.img.avito.st/208x156/6227098199.jpg
SAMSUNGS9,https://www.avito.ru/sankt-peterburg/telefony/samsung_s9_1804218235,27 990    руб.,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
SAMSUNG,https://www.avito.ru/astrahan/telefony/samsung_1014305202?slocation=621540,1 250    руб.,//92.img.avito.st/208x156/5298529992.jpg
SAMSUNGGalaxyJ3,https://www.avito.ru/voronezh/telefony/samsung_galaxy_j3_1817243807,4 490    руб.,//95.img.avito.st/208x156/6154305195.jpg
SAMSUNGA7,https://www.avito.ru/voronezh/telefony/samsung_a7_1817893858,5 790    руб.,//45.img.avito.st/208x156/6154245645.jpg
SAMSUNGGalaxyA3,https://www.avito.ru/voronezh/telefony/samsung_galaxy_a3_1817585250,4 990    руб.,//99.img.avito.st/208x156/6154192799.jpg
SAMSUNG,https://www.avito.ru/nizhniy_tagil/telefony/samsung_1796808958,500    руб.,//99.img.avito.st/208x156/6227098199.jpg
SAMSUNGgalaxys9,https://www.avito.ru/sankt-peterburg/telefony/samsung_galaxy_s9_951159767,17 890    руб.,//21.img.avito.st/208x156/5345953821.jpg
SAMSUNG,https://www.avito.ru/svetlograd/telefony/samsung_1797220117,12 000    руб.,//69.img.avito.st/208x156/6226242869.jpg
SAMSUNG,https://www.avito.ru/smolensk/telefony/samsung_1797755301?slocation=621540,21 000    руб.,//76.img.avito.st/208x156/6084413576.jpg
SAMSUNGGalaxys7edgeS7,https://www.avito.ru/sankt-peterburg/telefony/samsung_galaxy_s7_edge_s7_1803145151,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
Системныйблок,https://www.avito.ru/ryazan/nastolnye_kompyutery/sistemnyy_blok_1210662160?slocation=621540,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
Длямощныхигрi74790gtx107016Gb,https://www.avito.ru/pyatigorsk/nastolnye_kompyutery/dlya_moschnyh_igr_i7-4790gtx107016gb_1792987761,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
SAMSUNGGalaxyS10S10PlusS10e,https://www.avito.ru/stavropol/telefony/samsung_galaxy_s10s10_pluss10e_1386069211,36 990    руб.,//77.img.avito.st/208x156/5433975077.jpg
SAMSUNG,https://www.avito.ru/vladimir/telefony/samsung_1665195122,3 500    руб.,//80.img.avito.st/208x156/5152068180.jpg
SAMSUNGGalaxyA5201732GB,https://www.avito.ru/moskva/telefony/samsung_galaxy_a5_2017_32_gb_1769274786,7 379    руб.,//25.img.avito.st/208x156/5959807325.jpg
SAMSUNG,https://www.avito.ru/kievskiy/telefony/samsung_1544704585,1 000    руб.,//80.img.avito.st/208x156/5318752680.jpg
ЗаменастекланаSAMSUNGAppleXiaomiHuawei,https://www.avito.ru/novosibirsk/predlozheniya_uslug/zamena_stekla_na_samsung_apple_xiaomi_huawei_1783911842,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
SAMSUNGGalaxyNote8,https://www.avito.ru/tambov/telefony/samsung_galaxy_note_8_1760749976?slocation=621540,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
Караокезалоборудование,https://www.avito.ru/nizhniy_novgorod/audio_i_video/karaoke_zal_oborudovanie_1810680384?slocation=621540,НЕ УКАЗАНА,http://www.tourniagara.com/wp-content/uploads/2014/10/default-img.gif
